word	root	stem	lemma
إثارة	إثارة	إثارة	إثارة
إثباتات	إثبات	إثبات	إثبات
إثبات	إثبات	إثبات	إثبات
أثبت	أثبت	أثبت	أثبت
أثبتت	أثبت	أثبت	أثبت
أثبتنا	أثبت	أثبت	أثبت
أثبتوا	أثبت	أثبت	أثبت
أثبتي	أثبت	أثبت	أثبت
أثر	أثر	أثر	أثر
أثرت	أثر	أثر	أثر
إثرها	إثر	إثر	إثر
أثرياء	ثري	ثري	ثري
أثق	وثق	وثق	وثق
إثم	إثم	إثم	إثم
أثمن	أثمن	أثمن	أثمن
أثناء	أثناء	أثناء	أثناء
اثنان	اثن	اثن	اثن
اثنين	اثن	اثن	اثن
اثنين	اثنين	اثنين	اثنين
أثيوبيا	أثيوبيا	أثيوبيا	أثيوبيا
إجابة	إجابة	إجابة	إجابة
أجابته	أجاب	أجاب	أجاب
أجانب	أجنبي	أجنبي	أجنبي
أجبرها	أجبر	أجبر	أجبر
أجبن	أجاب	أجاب	أجاب
أجت	أج	أج	أج
اجتماعات	اجتماع	اجتماع	اجتماع
اجتماعية	اجتماعي	اجتماعي	اجتماعي
اجتمع	اجتمع	اجتمع	اجتمع
اجتهاد	اجتهاد	اجتهاد	اجتهاد
اجتهد	اجتهد	اجتهد	اجتهد
اجتياح	اجتياح	اجتياح	اجتياح
أجج	أجج	أجج	أجج
إجحاف	إجحاف	إجحاف	إجحاف
أجدادك	جد	جد	جد
أجدادنا	جد	جد	جد
أجدر	أجدر	أجدر	أجدر
أجد	وجد	وجد	وجد
إجراءات	إجراء	إجراء	إجراء
إجراء	إجراء	إجراء	إجراء
أجر	أجر	أجر	أجر
إجرام	إجرام	إجرام	إجرام
أجرام	جرم	جرم	جرم
أجرامه	جرم	جرم	جرم
أجران	جرن	جرن	جرن
أجر	جر	جر	جر
أجرناهم	أجر	أجر	أجر
أجزاء	جزء	جزء	جزء
أجزم	جزم	جزم	جزم
أجلا	أجل	أجل	أجل
أجل	أجل	أجل	أجل
إجلال	إجلال	إجلال	إجلال
آجلة	آجل	آجل	آجل
أجلكم	أجل	أجل	أجل
أجلها	أجل	أجل	أجل
إجماع	إجماع	إجماع	إجماع
إجمالا	إجمال	إجمال	إجمال
إجمالي	إجمالي	إجمالي	إجمالي
أجمع	أجمع	أجمع	أجمع
أجمعين	أجمع	أجمع	أجمع
أجمل	أجمل	أجمل	أجمل
أجنبي	أجنبي	أجنبي	أجنبي
أجنبية	أجنبي	أجنبي	أجنبي
أجنحة	جناح	جناح	جناح
أجندة	أجندة	أجندة	أجندة
أجندتها	أجندة	أجندة	أجندة
أجندته	أجندة	أجندة	أجندة
أجهزة	جهاز	جهاز	جهاز
أجهزتنا	جهاز	جهاز	جهاز
أجواءها	جو	جو	جو
أجوبة	جواب	جواب	جواب
أجيرا	أجير	أجير	أجير
أحادي	أحادي	أحادي	أحادي
أحبوا	أحب	أحب	أحب
احتجاجات	احتجاج	احتجاج	احتجاج
احتجاج	احتجاج	احتجاج	احتجاج
احتجاز	احتجاز	احتجاز	احتجاز
احتد	احتد	احتد	احتد
احتراما	احترام	احترام	احترام
احترام	احترام	احترام	احترام
احترامي	احترام	احترام	احترام
احترمتها	احترم	احترم	احترم
أحترمك	احترم	احترم	احترم
احتكار	احتكار	احتكار	احتكار
احتل	احتل	احتل	احتل
احتلال	احتلال	احتلال	احتلال
احتلالنا	احتلال	احتلال	احتلال
احتلاهم	احتل	احتل	احتل
احتلت	احتل	احتل	احتل
احتللنا	احتل	احتل	احتل
احتياجات	احتياج	احتياج	احتياج
احتياجاته	احتياج	احتياج	احتياج
أحدا	أحد	أحد	أحد
أحداث	حدث	حدث	حدث
أحد	أحد	أحد	أحد
أحدهما	أحد	أحد	أحد
أحدهم	أحد	أحد	أحد
إحدى	أحد	أحد	أحد
احذروا	حذر	حذر	حذر
أحرار	حر	حر	حر
إحراق	إحراق	إحراق	إحراق
أحرجت	أحرج	أحرج	أحرج
أحرص	حرص	حرص	حرص
أحرى	أحرى	أحرى	أحرى
أحزاب	حزب	حزب	حزب
إحساس	إحساس	إحساس	إحساس
إحساسه	إحساس	إحساس	إحساس
أحسن	أحسن	أحسن	أحسن
أحسنت	أحسن	أحسن	أحسن
إحصائية	إحصائي	إحصائي	إحصائي
أحصهم	أحص	أحص	أحص
أحفاد	حفيد	حفيد	حفيد
أحق	أحق	أحق	أحق
أحكام	حكم	حكم	حكم
أحكي	حكى	حكى	حكى
أحلامكم	حلم	حلم	حلم
أحلاهما	أحلى	أحلى	أحلى
أحمد	أحمد	أحمد	أحمد
أحمر	أحمر	أحمر	أحمر
أحمق	أحمق	أحمق	أحمق
أحمل	حمل	حمل	حمل
أحنا	وحى	وحى	وحى
أحوازي	حوز	حوز	حوز
أحوالنا	حال	حال	حال
أحوالهم	حال	حال	حال
أحوجنا	أحوج	أحوج	أحوج
إحياء	إحياء	إحياء	إحياء
أحيانا	حين	حين	حين
أحيى	أحيى	أحيى	أحيى
إخاء	إخاء	إخاء	إخاء
أخ	أخ	أخ	أخ
أخاف	أخاف	أخاف	أخاف
أخبار	خبر	خبر	خبر
أخبارهم	خبر	خبر	خبر
أخبركم	أخبر	أخبر	أخبر
أخبرنا	أخبر	أخبر	أخبر
أخبرني	أخبر	أخبر	أخبر
أخبروا	أخبر	أخبر	أخبر
أخت	أخت	أخت	أخت
اختار	اختار	اختار	اختار
اختارها	اختار	اختار	اختار
اختراقات	اختراق	اختراق	اختراق
اخترت	اختار	اختار	اختار
اخترتم	اختار	اختار	اختار
اخترتموها	اختار	اختار	اختار
اخترق	اخترق	اخترق	اخترق
اخترقها	اخترق	اخترق	اخترق
اختصاص	اختصاص	اختصاص	اختصاص
اختفت	اختفى	اختفى	اختفى
اختلاطهم	اختلاط	اختلاط	اختلاط
اختلافا	اختلاف	اختلاف	اختلاف
اختلاف	اختلاف	اختلاف	اختلاف
اختلافنا	اختلاف	اختلاف	اختلاف
اختلاق	اختلاق	اختلاق	اختلاق
اختلطت	اختلط	اختلط	اختلط
اختلف	اختلف	اختلف	اختلف
اختلفت	اختلف	اختلف	اختلف
اختلفنا	اختلف	اختلف	اختلف
أختي	أخت	أخت	أخت
اختيار	اختيار	اختيار	اختيار
اختيارها	اختيار	اختيار	اختيار
آخذ	آخذ	آخذ	آخذ
أخذ	أخذ	أخذ	أخذ
أخذت	أخذ	أخذ	أخذ
أخذتني	أخذ	أخذ	أخذ
أخذوا	أخذ	أخذ	أخذ
إخراج	إخراج	إخراج	إخراج
آخر	آخر	آخر	آخر
آخرة	آخر	آخر	آخر
أخرجتم	أخرج	أخرج	أخرج
أخرجوا	أخرج	أخرج	أخرج
آخرها	آخر	آخر	آخر
آخره	آخر	آخر	آخر
آخرون	آخر	آخر	آخر
أخرى	أخرى	أخرى	أخرى
آخرين	آخر	آخر	آخر
أخزاهم	أخزى	أخزى	أخزى
أخضر	أخضر	أخضر	أخضر
أخطاء	خطأ	خطأ	خطأ
أخطأ	أخطأ	أخطأ	أخطأ
أخطط	خطط	خطط	خطط
إخفاء	إخفاء	إخفاء	إخفاء
أخف	أخف	أخف	أخف
إخلاصه	إخلاص	إخلاص	إخلاص
أخلاق	خلق	خلق	خلق
أخلاقيا	أخلاقي	أخلاقي	أخلاقي
أخلاقي	أخلاقي	أخلاقي	أخلاقي
أخلاقيه	أخلاقي	أخلاقي	أخلاقي
إخماده	إخماد	إخماد	إخماد
أخوان	أخ	أخ	أخ
إخوان	أخ	أخ	أخ
إخوانكم	أخ	أخ	أخ
إخواننا	أخ	أخ	أخ
إخوانه	أخ	أخ	أخ
إخوانهم	أخ	أخ	أخ
إخواني	أخ	أخ	أخ
إخوانية	إخوانية	إخوانية	إخوانية
إخوة	أخ	أخ	أخ
أخوة	أخوة	أخوة	أخوة
إخوتنا	أخ	أخ	أخ
إخوتي	أخ	أخ	أخ
أخوتي	أخوة	أخوة	أخوة
أخويكم	أخ	أخ	أخ
أخويه	أخ	أخ	أخ
أخي	أخ	أخ	أخ
آخى	آخى	آخى	آخى
أخيرا	أخير	أخير	أخير
أخي	وخى	وخى	وخى
إدا	إد	إد	إد
أداة	أداة	أداة	أداة
أد	أد	أد	أد
إدارة	إدارة	إدارة	إدارة
إدانة	إدانة	إدانة	إدانة
أدائهم	أداء	أداء	أداء
أدب	أدب	أدب	أدب
أدبه	أدب	أدب	أدب
أدت	أدى	أدى	أدى
إدخال	إدخال	إدخال	إدخال
أدخلت	أدخل	أدخل	أدخل
إدراك	إدراك	إدراك	إدراك
أدراك	درك	درك	درك
أدرك	أدرك	أدرك	أدرك
أدري	درى	درى	درى
ادعاءات	ادعاء	ادعاء	ادعاء
ادعاء	ادعاء	ادعاء	ادعاء
ادعوا	ادعى	ادعى	ادعى
أدعو	دعا	دعا	دعا
ادعى	ادعى	ادعى	ادعى
أدلة	دليل	دليل	دليل
أدلني	دل	دل	دل
أدله	أدل	أدل	أدل
أدلى	أدلى	أدلى	أدلى
آدم	آدم	آدم	آدم
أدمعت	أدمع	أدمع	أدمع
إدنا	إد	إد	إد
أدن	أدان	أدان	أدان
أدنى	أدنى	أدنى	أدنى
أدهى	أدهى	أدهى	أدهى
أدوا	أدى	أدى	أدى
أدى	أدى	أدى	أدى
أديان	دين	دين	دين
إديولوجيا	أيديولوجي	أيديولوجي	أيديولوجي
إذا	إذا	إذا	إذا
إذ	إذ	إذ	إذ
أذاعوا	أذاع	أذاع	أذاع
آذانهم	أذن	أذن	أذن
أذكر	ذكر	ذكر	ذكر
أذكركم	ذكر	ذكر	ذكر
أذكروا	أذكر	أذكر	أذكر
أذناب	ذنب	ذنب	ذنب
أذن	أذن	أذن	أذن
إذن	إذن	إذن	إذن
أذنك	أذن	أذن	أذن
أذهلونا	أذهل	أذهل	أذهل
آراء	رأي	رأي	رأي
أراد	أراد	أراد	أراد
إرادة	إرادة	إرادة	إرادة
أرادت	أراد	أراد	أراد
إرادته	إرادة	إرادة	إرادة
أراضي	أرض	أرض	أرض
أراضيكم	أرض	أرض	أرض
أراضينا	أرض	أرض	أرض
أراضيها	أرض	أرض	أرض
أراضيهم	أرض	أرض	أرض
أرامكو	أرامكو	أرامكو	أرامكو
أرآها	أرأى	أرأى	أرأى
آراؤنا	رأي	رأي	رأي
آرائه	رأي	رأي	رأي
آرائهم	رأي	رأي	رأي
أرباحا	ربح	ربح	ربح
أرباع	ربع	ربع	ربع
أربع	أربع	أربع	أربع
أربعة	أربع	أربع	أربع
أربعه	أربع	أربع	أربع
أربك	أربك	أربك	أربك
ارتضى	ارتضى	ارتضى	ارتضى
ارتضيتم	ارتضى	ارتضى	ارتضى
ارتفاعا	ارتفاع	ارتفاع	ارتفاع
ارتفاع	ارتفاع	ارتفاع	ارتفاع
ارتكبتها	ارتكب	ارتكب	ارتكب
ارتكبته	ارتكب	ارتكب	ارتكب
ارتكبها	ارتكب	ارتكب	ارتكب
ارتكبوها	ارتكب	ارتكب	ارتكب
إرجاع	إرجاع	إرجاع	إرجاع
أرجعت	أرجع	أرجع	أرجع
أرجعوا	أرجع	أرجع	أرجع
أرجلهم	رجل	رجل	رجل
أرجوا	أرج	أرج	أرج
أرجوان	أرجوان	أرجوان	أرجوان
أرجو	رجا	رجا	رجا
أرجوكم	رجا	رجا	رجا
أرحمنا	رحم	رحم	رحم
أردت	أراد	أراد	أراد
أردتم	أراد	أراد	أراد
أرد	رد	رد	رد
أردني	أردني	أردني	أردني
أردوغان	أردوغان	أردوغان	أردوغان
أرزقنا	رزق	رزق	رزق
إرسال	إرسال	إرسال	إرسال
أرسل	أرسل	أرسل	أرسل
أرسلت	أرسل	أرسل	أرسل
أرض	أرض	أرض	أرض
أرضكم	أرض	أرض	أرض
أرضنا	أرض	أرض	أرض
أرضها	أرض	أرض	أرض
أرضه	أرض	أرض	أرض
أرضهم	أرض	أرض	أرض
أرضية	أرضية	أرضية	أرضية
أرغمني	أرغم	أرغم	أرغم
ارفضهم	ارفض	ارفض	ارفض
أرقام	رقم	رقم	رقم
أرقى	أرقى	أرقى	أرقى
أركان	ركن	ركن	ركن
أرمن	أرمني	أرمني	أرمني
أرمني	أرمني	أرمني	أرمني
أرموا	أرم	أرم	أرم
آرنا	آر	آر	آر
إرهاب	إرهاب	إرهاب	إرهاب
إرهابنا	إرهاب	إرهاب	إرهاب
إرهابي	إرهابي	إرهابي	إرهابي
إرهابيون	إرهابي	إرهابي	إرهابي
أرها	رأى	رأى	رأى
أرواح	روح	روح	روح
أرواحهم	روح	روح	روح
أروبا	أروبا	أروبا	أروبا
أروع	أروع	أروع	أروع
أريد	أراد	أراد	أراد
أرى	رأى	رأى	رأى
إزاحتهم	إزاحة	إزاحة	إزاحة
إزالة	إزالة	إزالة	إزالة
إزالتها	إزالة	إزالة	إزالة
إزالته	إزالة	إزالة	إزالة
ازداد	ازداد	ازداد	ازداد
ازدحام	ازدحام	ازدحام	ازدحام
أزرار	زر	زر	زر
أزلي	أزلي	أزلي	أزلي
أزمات	أزمة	أزمة	أزمة
أزمة	أزمة	أزمة	أزمة
أزنار	أزنار	أزنار	أزنار
أزواجا	زوج	زوج	زوج
أزواد	أزواد	أزواد	أزواد
أزوادي	أزواد	أزواد	أزواد
أزياء	زي	زي	زي
أزي	أز	أز	أز
إساءة	إساءة	إساءة	إساءة
أساءت	أساء	أساء	أساء
أسابيع	أسبوع	أسبوع	أسبوع
أساسا	أساس	أساس	أساس
أساس	أساس	أساس	أساس
أساسها	أساس	أساس	أساس
أسأل	سأل	سأل	سأل
أسألك	سأل	سأل	سأل
أسأله	سأل	سأل	سأل
أساليب	أسلوب	أسلوب	أسلوب
أسامة	أسامة	أسامة	أسامة
أسباب	سبب	سبب	سبب
أسبانيا	إسبانيا	إسبانيا	إسبانيا
إسبانيا	إسبانيا	إسبانيا	إسبانيا
إسباني	إسباني	إسباني	إسباني
إسبانية	إسباني	إسباني	إسباني
استأثروا	استأثر	استأثر	استأثر
أستاذ	أستاذ	أستاذ	أستاذ
أستاذنا	أستاذ	أستاذ	أستاذ
أستاذي	أستاذي	أستاذي	أستاذي
استباح	استباح	استباح	استباح
استباقية	استباقي	استباقي	استباقي
استبدالها	استبدال	استبدال	استبدال
أستبعد	استبعد	استبعد	استبعد
استثماري	استثماري	استثماري	استثماري
استثناءات	استثناء	استثناء	استثناء
استثناء	استثناء	استثناء	استثناء
استثنائي	استثنائي	استثنائي	استثنائي
استحلفكم	استحلف	استحلف	استحلف
استخبارات	استخبار	استخبار	استخبار
استخباراتي	استخباراتي	استخباراتي	استخباراتي
استخباراتية	استخباراتي	استخباراتي	استخباراتي
استخدام	استخدام	استخدام	استخدام
استخدامك	استخدام	استخدام	استخدام
استخدامها	استخدام	استخدام	استخدام
استخدامه	استخدام	استخدام	استخدام
استخدم	استخدم	استخدم	استخدم
استخدمت	استخدم	استخدم	استخدم
استخدموا	استخدم	استخدم	استخدم
استدعاء	استدعاء	استدعاء	استدعاء
إستراتيجيا	إستراتيجي	إستراتيجي	إستراتيجي
إستراتيجية	إستراتيجي	إستراتيجي	إستراتيجي
إستراتيجيه	إستراتيجي	إستراتيجي	إستراتيجي
أستراليا	أستراليا	أستراليا	أستراليا
استرجاع	استرجاع	استرجاع	استرجاع
استرجاعها	استرجاع	استرجاع	استرجاع
أسترجعنا	استرجع	استرجع	استرجع
استرضاء	استرضاء	استرضاء	استرضاء
استسلم	استسلم	استسلم	استسلم
أستشري	استشرى	استشرى	استشرى
استشهادية	استشهادي	استشهادي	استشهادي
استضافهم	استضاف	استضاف	استضاف
استطاعتها	استطاعة	استطاعة	استطاعة
استطاعوا	استطاع	استطاع	استطاع
استطعت	استطاع	استطاع	استطاع
أستطيع	استطاع	استطاع	استطاع
استعداد	استعداد	استعداد	استعداد
استعدوا	استعد	استعد	استعد
استعراض	استعراض	استعراض	استعراض
استعرضت	استعرض	استعرض	استعرض
استعطاف	استعطاف	استعطاف	استعطاف
استعمارية	استعماري	استعماري	استعماري
استعمال	استعمال	استعمال	استعمال
استعمروا	استعمر	استعمر	استعمر
استعملته	استعمل	استعمل	استعمل
استغراب	استغراب	استغراب	استغراب
استغرب	استغرب	استغرب	استغرب
استغلال	استغلال	استغلال	استغلال
استفزازاتها	استفزاز	استفزاز	استفزاز
استفزاز	استفزاز	استفزاز	استفزاز
استقالته	استقالة	استقالة	استقالة
استقبلوا	استقبل	استقبل	استقبل
استقبلوهم	استقبل	استقبل	استقبل
استقراء	استقراء	استقراء	استقراء
استقرار	استقرار	استقرار	استقرار
استقرارها	استقرار	استقرار	استقرار
استقطاع	استقطاع	استقطاع	استقطاع
استقلالها	استقلال	استقلال	استقلال
استقلاله	استقلال	استقلال	استقلال
استكمال	استكمال	استكمال	استكمال
استلم	استلم	استلم	استلم
استمرار	استمرار	استمرار	استمرار
استمراركم	استمرار	استمرار	استمرار
أستنتجه	استنتج	استنتج	استنتج
استنزفت	استنزف	استنزف	استنزف
استهجان	استهجان	استهجان	استهجان
استهدفت	استهدف	استهدف	استهدف
استوصوا	استوصى	استوصى	استوصى
استوعبت	استوعب	استوعب	استوعب
استيعاب	استيعاب	استيعاب	استيعاب
أسد	أسد	أسد	أسد
أسرار	سر	سر	سر
أسر	أسرة	أسرة	أسرة
إسرائيل	إسرائيل	إسرائيل	إسرائيل
أسرة	أسرة	أسرة	أسرة
أسرع	أسرع	أسرع	أسرع
أسس	أساس	أساس	أساس
أسطول	أسطول	أسطول	أسطول
أسعار	سعر	سعر	سعر
أسعفت	أسعف	أسعف	أسعف
أسف	أسف	أسف	أسف
أسقاط	سقط	سقط	سقط
أسقاطكم	سقط	سقط	سقط
أسقطت	أسقط	أسقط	أسقط
أسكنه	أسكن	أسكن	أسكن
أسلاف	سلف	سلف	سلف
أسلافه	سلف	سلف	سلف
إسلام	إسلام	إسلام	إسلام
إسلامي	إسلام	إسلام	إسلام
إسلامي	إسلامي	إسلامي	إسلامي
إسلامية	إسلامي	إسلامي	إسلامي
إسلاميه	إسلامي	إسلامي	إسلامي
إسلاميين	إسلامي	إسلامي	إسلامي
أسلحة	سلاح	سلاح	سلاح
أسلمة	أسلمة	أسلمة	أسلمة
أسلوب	أسلوب	أسلوب	أسلوب
أسلوبكم	أسلوب	أسلوب	أسلوب
اسم	اسم	اسم	اسم
إسماعيل	إسماعيل	إسماعيل	إسماعيل
إسمحوا	سمح	سمح	سمح
أسمع	سمع	سمع	سمع
أسمعوا	أسمع	أسمع	أسمع
اسمك	اسم	اسم	اسم
اسمها	اسم	اسم	اسم
اسمه	اسم	اسم	اسم
اسمهم	اسم	اسم	اسم
اسمي	اسمي	اسمي	اسمي
أسميها	سمى	سمى	سمى
إسهامه	إسهام	إسهام	إسهام
أسهل	أسهل	أسهل	أسهل
أسهمت	أسهم	أسهم	أسهم
أسهم	سهم	سهم	سهم
أسوء	ساء	ساء	ساء
أسوأ	أسوأ	أسوأ	أسوأ
أسواق	سوق	سوق	سوق
أسودا	أسد	أسد	أسد
أسود	أسد	أسد	أسد
أسئلة	سؤال	سؤال	سؤال
آسيا	أسيا	أسيا	أسيا
أسياد	سيد	سيد	سيد
أسيادهم	سيد	سيد	سيد
أسير	سار	سار	سار
أسيل	أسيل	أسيل	أسيل
أشار	أشار	أشار	أشار
أشاطره	شاطر	شاطر	شاطر
إشاعة	إشاعة	إشاعة	إشاعة
أشبع	أشبع	أشبع	أشبع
أشبه	أشبه	أشبه	أشبه
اشتريناه	اشترى	اشترى	اشترى
اشتياق	اشتياق	اشتياق	اشتياق
أشدا	أشد	أشد	أشد
أشد	أشد	أشد	أشد
أشدد	شدد	شدد	شدد
أشدها	أشد	أشد	أشد
إشراف	إشراف	إشراف	إشراف
أشرس	شرس	شرس	شرس
أشرف	أشرف	أشرف	أشرف
إشعال	إشعال	إشعال	إشعال
أشعر	شعر	شعر	شعر
أشغال	شغل	شغل	شغل
أشف	شف	شف	شف
أشقاء	شقيق	شقيق	شقيق
أشقائنا	شقيق	شقيق	شقيق
أشقائه	شقيق	شقيق	شقيق
إشكالات	إشكال	إشكال	إشكال
أشكال	شكل	شكل	شكل
أشكالها	شكل	شكل	شكل
إشكاليات	إشكالية	إشكالية	إشكالية
إشكالية	إشكالي	إشكالي	إشكالي
أشكر	شكر	شكر	شكر
أشكرك	شكر	شكر	شكر
أشك	شك	شك	شك
أشكك	شكك	شكك	شكك
أشم	شم	شم	شم
أشمل	أشمل	أشمل	أشمل
أشهدك	أشهد	أشهد	أشهد
أشهر	شهر	شهر	شهر
أشياء	شيء	شيء	شيء
أشي	وشى	وشى	وشى
أصاب	أصاب	أصاب	أصاب
أصالة	أصالة	أصالة	أصالة
أصبح	أصبح	أصبح	أصبح
أصبحتا	أصبح	أصبح	أصبح
أصبحت	أصبح	أصبح	أصبح
أصبحت	أصبحت	أصبحت	أصبحت
أصبحنا	أصبح	أصبح	أصبح
أصبحه	أصبح	أصبح	أصبح
أصبحوا	أصبح	أصبح	أصبح
أصب	وصب	وصب	وصب
أصحا	أصح	أصح	أصح
أصحاب	صاحب	صاحب	صاحب
أصحابها	صاحب	صاحب	صاحب
أصحابه	صاحب	صاحب	صاحب
إصدار	إصدار	إصدار	إصدار
أصدقاء	صديق	صديق	صديق
أصدقائه	صديق	صديق	صديق
أصدقائي	صديق	صديق	صديق
أصدق	صدق	صدق	صدق
إصرار	إصرار	إصرار	إصرار
أصرف	صرف	صرف	صرف
أصعب	أصعب	أصعب	أصعب
أصلا	أصل	أصل	أصل
إصلاح	إصلاح	إصلاح	إصلاح
إصلاحي	إصلاحي	إصلاحي	إصلاحي
إصلاحيون	إصلاحي	إصلاحي	إصلاحي
أصل	أصل	أصل	أصل
أصلب	صلب	صلب	صلب
أصلح	أصلح	أصلح	أصلح
أصلحت	أصلح	أصلح	أصلح
أصلها	أصل	أصل	أصل
أصله	أصل	أصل	أصل
أصلي	صلى	صلى	صلى
أصمتوا	أصمت	أصمت	أصمت
أصمهم	صم	صم	صم
أصوات	صوت	صوت	صوت
أصول	أصل	أصل	أصل
أصولنا	أصل	أصل	أصل
أصيبت	أصاب	أصاب	أصاب
أصيل	أصيل	أصيل	أصيل
أصيلة	أصيل	أصيل	أصيل
إضاءة	إضاءة	إضاءة	إضاءة
إضاعات	إضاعة	إضاعة	إضاعة
إضافة	إضافة	إضافة	إضافة
أضافوا	أضاف	أضاف	أضاف
أضافوه	أضاف	أضاف	أضاف
إضافي	إضافي	إضافي	إضافي
أضحك	أضحك	أضحك	أضحك
أضحوكة	أضحوكة	أضحوكة	أضحوكة
إضعاف	إضعاف	إضعاف	إضعاف
أضعاف	ضعف	ضعف	ضعف
أضعف	أضعف	أضعف	أضعف
أضعفت	أضعف	أضعف	أضعف
إضفاء	إضفاء	إضفاء	إضفاء
أضف	أضاف	أضاف	أضاف
أضم	ضم	ضم	ضم
أضيف	أضاف	أضاف	أضاف
أطاحت	أطاح	أطاح	أطاح
إطار	إطار	إطار	إطار
أطالب	طالب	طالب	طالب
إطالة	إطالة	إطالة	إطالة
أطراف	طرف	طرف	طرف
أطفال	طفل	طفل	طفل
أطفالهم	طفل	طفل	طفل
اطلاع	اطلاع	اطلاع	اطلاع
إطلاق	إطلاق	إطلاق	إطلاق
أطلب	طلب	طلب	طلب
اطلع	اطلع	اطلع	اطلع
أطماع	طمع	طمع	طمع
أطمئن	اطمأن	اطمأن	اطمأن
أطمئنك	طمأن	طمأن	طمأن
أطن	وطن	وطن	وطن
أطول	أطول	أطول	أطول
أطياف	طيف	طيف	طيف
أطيب	أطيب	أطيب	أطيب
أظن	ظن	ظن	ظن
أظنك	ظن	ظن	ظن
إظهار	إظهار	إظهار	إظهار
أظهار	ظهر	ظهر	ظهر
أظهروا	أظهر	أظهر	أظهر
إعادة	إعادة	إعادة	إعادة
إعادتها	إعادة	إعادة	إعادة
أعاصير	إعصار	إعصار	إعصار
أعالي	أعلى	أعلى	أعلى
أعانك	أعان	أعان	أعان
أعانكم	أعان	أعان	أعان
اعتاد	اعتاد	اعتاد	اعتاد
اعتادوا	اعتاد	اعتاد	اعتاد
أعتبر	اعتبر	اعتبر	اعتبر
اعتبر	اعتبر	اعتبر	اعتبر
