word	root	stem	stem
الداخلية	دخل	دخل	دخل
ومناصريه	نصر	نصر	نصر
اعتبارها	عبر	عبر	عبر
أوفر	وفر	وفر	وفر
فيخرج	خرج	خرج	خرج
مستعمرات	عمر	عمر	عمر
واستراحة	روح	روح	روح
ذاهبات	ذهب	ذهب	ذهب
بإعلانات	علن	علن	علن
سنزرع	زرع	زرع	زرع
الكفاية	كفى	كفى	كفى
والمزرعتين	زرع	زرع	زرع
الحقاء	حقء	حقا	حقا
فيزيائية	فزي	فيزيائية	فيزيائية
متصلون	وصل	وصل	وصل
إفتتحن	فتح	فتح	فتح
متملكة	ملك	ملك	ملك
قائمة	قوم	قوم	قوم
أوامرهم	ءمر	امر	امر
للاعبين	لعب	لعب	لعب
مضاهاة	ضهي	ضهي	ضهي
أدوارهن	دور	دور	دور
المطورين	طور	طور	طور
احتجزتهم	حجز	حجز	حجز
المرجوع	رجع	رجع	رجع
والمرئية	رءي	راي	راي
والإحداثيات	حدث	حدث	حدث
عارفون	عرف	عرف	عرف
وفيق	وفق	وفق	وفق
الانطباعي	طبع	طبع	طبع
سيعلم	علم	علم	علم
إسقاط	سقط	سقط	سقط
ستصحب	صحب	صحب	صحب
يتمرنن	مرن	مرن	مرن
للصناعات	صنع	صنع	صنع
بالتنبيه	نبه	نبه	نبه
مسيطر	سيطر	سيطر	سيطر
بالتعامل	عمل	عمل	عمل
مياس	ميس	ميس	ميس
مسجدان	سجد	سجد	سجد
يبحثن	بحث	بحث	بحث
دلهم	دل	دل	دل
إمنع	منع	منع	منع
وداد	ودد	ودد	ودد
مزرعتين	زرع	زرع	زرع
السابقة	سبق	سبق	سبق
والمسابقات	سبق	سابق	سابق
والمنفذ	نفذ	نفذ	نفذ
الذاهبان	ذهب	ذهب	ذهب
والمؤلفين	ءلف	ألف	ألف
والفنانين	فنن	فنّن	فنّن
للموسيقى	؟	موسيقى	موسيقى
أروع	روع	روع	روع
سحور	سحر	سحر	سحر
البغاء	بغي	بغي	بغي
التعبير	عبر	عبر	عبر
تعويض	عوض	عوض	عوض
دوواوين	دون	دون	دون
الإعفاءات	عفو	عفا	عفا
والشركات	شرك	شرك	شرك
مزرعتان	زرع	زرع	زرع
المحافظات	حفظ	حفظ	حفظ
المجهولين	جهل	جهل	جهل
يسبح	سبح	سبح	سبح
السباحة	سبح	سبح	سبح
المرفقات	رفق	رفق	رفق
جدل	جدل	جادل	جادل
الخرائطي	خرط	خرط	خرط
الغرقد	غرقد	غرقد	غرقد
والتراثية	ورث	ورث	ورث
والمجالس	جلس	جلس	جلس
إرتبطان	ربط	ربط	ربط
مطمئنا	طمء	طمأ	طمأ
الناقلتان	نقل	نقل	نقل
المصابة	صوب	صاب	صاب
والذاهبين	ذهب	ذهب	ذهب
فيرجح	رجح	رجح	رجح
القرارات	قرر	قرر	قرر
تحفر	حفر	حفر	حفر
حقوق	حقق	حقق	حقق
اكذوبة	كذب	كذب	كذب
التشكيلة	شكل	شكل	شكل
احتجزتهن	حجز	حجز	حجز
متيبس	يبس	يبس	يبس
تعزز	عزز	عزز	عزز
الذروة	ذرو	ذرا	ذرا
إسمعي	سمع	سمع	سمع
سيرسلناها	رسل	رسل	رسل
المستمعون	سمع	سمع	سمع
القياسية	قيس	قيس	قيس
اليسارية	يسر	يسر	يسر
مائدة	مئد	مئد	مئد
السمو	سمو	سما	سما
قائم	قوم	قوم	قوم
المتنقلة	نقل	نقل	نقل
برمجياته	برمج	؟	؟
نوادي	ندي	ندي	ندي
الثانوية	ثني	ثني	ثني
الصياغة	سوغ	صاغ	صاغ
محرومة	حرم	حرم	حرم
إتصالات	وصل	وصل	وصل
مدخلون	دخل	دخل	دخل
المداخيل	دخل	دخل	دخل
دليلك	دلل	دلل	دلل
والمحاسب	حسب	حسب	حسب
تخلقون	خلق	خلق	خلق
ممتاز	ميز	ميز	ميز
تكتبن	كتب	كتب	كتب
براء	برء	برأ	برأ
السياسيات	سود	سود	سود
بتحديثها	حدث	حدث	حدث
إرجعن	رجع	رجع	رجع
والدليلة	دل	دل	دل
المؤهّلة	ءهل	أهل	أهل
بالاستعانة	عون	عان	عان
فتقيد	فيد	فيد	فيد
أصيبت	صوب	صاب	صاب
درساهما	درس	درس	درس
والمانيا	؟	؟	؟
والمهندس	هندس	هندس	هندس
تعليمات	علم	علم	علم
يعقدان	عقد	عقد	عقد
جنات	جنى	جنى	جنى
فيندب	ندب	ندب	ندب
العرقلة	عرقل	عرقل	عرقل
عواء	عوى	عوى	عوى
مسجدين	سجد	سجد	سجد
وتعديلها	عدل	عدل	عدل
اختيارات	خير	خير	خير
للمولعين	ولع	ولع	ولع
واليابسة	يبس	يبس	يبس
عراقيل	عرقل	عرقل	عرقل
والتحسينات	حسن	حسن	حسن
سماعة	سمع	سمع	سمع
العيشة	عيش	عاش	عاش
الإنقسامات	قسم	قسم	قسم
الأجهزة	جهز	جهز	جهز
والمرتجع	رجع	رجع	رجع
اكرومة	كرم	كرم	كرم
ينقسم	قسم	قسم	قسم
سيستبدلهم	بدل	بدل	بدل
إجمع	جمع	جمع	جمع
أسلحة	سلح	سلح	سلح
فاقتضى	قضي	قضي	قضي
نتيجة	نتج	نتج	نتج
التصميم	صمّ	صمّ	صمّ
والحوامل	حمل	حمل	حمل
المحاولة	حول	حول	حول
ستحظر	حظر	حظر	حظر
بمتصفحها	صفح	صفح	صفح
الاستثنائية	ثنى	ثنى	ثنى
مسابقة	سبق	سابق	سابق
والرسول	رسل	رسل	رسل
سيتبعهما	تبع	تبع	تبع
سيرسلونهم	رسل	رسل	رسل
يحسبون	حسب	حسب	حسب
المستهلكون	هلك	هلك	هلك
المتحدة	تحد	تحد	تحد
دحرجة	دحرج	دحرج	دحرج
العارفتان	عرف	عرف	عرف
فاحتاج	حوج	حوج	حوج
إسمعوا	سمع	سمع	سمع
تحملان	حمل	حمل	حمل
والمعلومات	علم	علم	علم
المسارات	سير	سار	سار
الجنائية	جني	جني	جني
فادرك	درك	درك	درك
يصدرن	صدر	صدر	صدر
الاستمرارية	مرّ	مرّ	مرّ
كتبتم	كتب	كتب	كتب
الأساسية	ءسس	اسس	اسس
الخارجية	خرج	خرج	خرج
النابغين	نبغ	نبغ	نبغ
وتصممن	صمّ	صمّ	صمّ
سيحرمونهم	حرم	حرم	حرم
الكيلة	كيل	كيل	كيل
حفلات	حفل	حفل	حفل
الانقطاع	قطع	قطع	قطع
سترجعا	رجع	رجع	رجع
تناسق	نسق	نسق	نسق
مبسط	بسط	بسط	بسط
للاختراق	خرق	خرق	خرق
باستقرار	قرر	قرر	قرر
وتطبيقات	طبق	طبق	طبق
وتناولتها	نول	ناول	ناول
تصدران	صدر	صدر	صدر
الوظائف	وظف	وظف	وظف
المستمعتين	سمع	سمع	سمع
بالإشارة	شير	شار	شار
والتقويم	قوم	قوم	قوم
لمعالجات	علج	علج	علج
المحمولة	حمل	حمل	حمل
اهتمامها	همم	همم	همم
احتفاظها	حظظ	حظظ	حظظ
ستحرك	حرك	حرك	حرك
الإنساني	ءنس	انس	انس
والمصدرون	صدر	صدر	صدر
يصحبا	صحب	صحب	صحب
تعرفين	عرف	عرف	عرف
والرسالة	رسل	رسل	رسل
وصولهن	وصل	وصل	وصل
استخداماتهم	خدم	خدم	خدم
سيتحركوا	حرك	حرك	حرك
المتميزه	ميز	ميز	ميز
والمملكة	ملك	ملك	ملك
ملتحقات	لحق	لحق	لحق
والصناعة	صنع	صنع	صنع
إرجعوا	رجع	رجع	رجع
الدواء	دوى	دوى	دوى
غناء	غنى	غنى	غنى
انعكاساتها	عكس	عكس	عكس
إرجعوا	رجع	رجع	رجع
المطلوبان	طلب	طلب	طلب
المسألتين	سءل	سأل	سأل
النظيفة	نظف	نظف	نظف
وتحاربها	حرب	حرب	حرب
يصرون	صرر	صرر	صرر
يتمرنون	مرن	مرن	مرن
يحرمونهم	حرم	حرم	حرم
مشهور	شهر	شهر	شهر
تسمع	سمع	سمع	سمع
والحاجات	حوج	حاج	حاج
المستثمرين	ثمر	ثمر	ثمر
البكاء	بكى	بكى	بكى
فيجلهون	جهل	جهل	جهل
والخلاق	خلق	خلق	خلق
أغشية	غشي	غشي	غشي
توترات	وتر	وتر	وتر
والمبادرة	بدر	بدر	بدر
المواطنة	وطن	وطن	وطن
تعطلت	عطل	عطل	عطل
أغبياء	غبي	غبي	غبي
تجارب	جرب	جرب	جرب
والمشروبات	شرب	شرب	شرب
والثقافية	ثقف	ثقف	ثقف
والمحرومتين	حرم	حرم	حرم
مهمات	همم	همم	همم
المحظوظة	حظظ	حظظ	حظظ
استمرار	مرر	ستمر	ستمر
مجازة	جوز	جوز	جوز
استلانة	لين	لين	لين
فامر	ءمر	أمر	أمر
الإلتقاء	لقي	لقي	لقي
وصول	وصل	وصل	وصل
دول	دول	دول	دول
وديع	ودع	ودع	ودع
المخلوقان	خلق	خلق	خلق
غذاء	غذي	غذا	غذا
فيقدر	قدر	قدر	قدر
للتقارير	قرر	قرر	قرر
مستمعون	سمع	سمع	سمع
يستبدلهم	بدل	بدل	بدل
سترسلون	رسل	رسل	رسل
يخلقون	خلق	خلق	خلق
العراقيل	عرقل	عرقل	عرقل
غباء	غبى	غبى	غبى
فتفرق	فرق	فرق	فرق
منعكس	عكس	عكس	عكس
الأخوات	خوى	خوى	خوى
مرتبطة	ربط	ربط	ربط
انتثار	نثر	نثر	نثر
محمولة	حمل	حمل	حمل
بالتسوية	سوي	سوي	سوي
يصبغن	صبغ	صبغ	صبغ
تجادل	جدل	جادل	جادل
المراجعتان	رجع	رجع	رجع
ومزرعتان	زرع	زرع	زرع
المفارقة	فرق	فرق	فرق
ترتبطان	ربط	ربط	ربط
يرتبط	ربط	ربط	ربط
مرشدين	رشد	رشد	رشد
الاضطرابات	خرّ	خرّ	خرّ
إستراحات	سرح	سرح	سرح
أمانات	ءمن	أمن	أمن
والمحتوى	حوي	حوي	حوي
ترحيب	رحب	رحب	رحب
تعاقدهما	عقد	عقد	عقد
مدانه	دون	دون	دون
يعقدون	عقد	عقد	عقد
الأعمال	عمل	عمل	عمل
سخاء	سخى	سخى	سخى
ستتركا	ترك	ترك	ترك
دلتهم	دل	دل	دل
عذاب	عذب	عذب	عذب
تعرقلون	عرقل	عرقل	عرقل
باستهزاء	هزء	هزأ	هزأ
أموات	موت	موت	موت
ضعاف	ضعف	ضعف	ضعف
القرضبة	قرضب	قرضب	قرضب
متلبس	لبس	لبس	لبس
بالجامعة	جمع	جمع	جمع
المنكسر	كسر	كسر	كسر
متألقون	ءلق	الق	الق
الإحتكاريون	حكر	حكر	حكر
فيفصل	فصل	فصل	فصل
مطاط	مطط	مطط	مطط
متصفحات	صفح	صفح	صفح
والباحثين	بحث	بحث	بحث
محرومان	حرم	حرم	حرم
كالحوامل	حمل	حمل	حمل
تجيهزات	جهز	جهز	جهز
والمرتجعات	رجع	رجع	رجع
المغالطات	غلط	غلط	غلط
بالأعضاء	عضو	عضو	عضو
والاتصالي	وصل	وصل	وصل
محطم	حطم	حطم	حطم
الاستخباراتية	خبر	خبر	خبر
المفارقات	فرق	فرق	فرق
العارفان	عرف	عرف	عرف
موطن	وطن	وطن	وطن
سيتحسن	حسن	حسن	حسن
متانة	متن	متن	متن
الطالبان	طلب	طلب	طلب
ومفاهيمها	فهم	فهم	فهم
والصفحات	صفح	صفح	صفح
يعيش	عيش	عاش	عاش
وإعلامية	علم	علم	علم
بالضرورة	ضرر	ضرر	ضرر
دموي	دمي	دمي	دمي
المتطرفة	طرف	طرف	طرف
ستتركان	ترك	ترك	ترك
محسن	حسن	حسن	حسن
تعزيز	عزز	عزز	عزز
يجاهدون	جهد	جهد	جهد
التعامل	عمل	عمل	عمل
واقعة	وقع	وقع	وقع
والزامها	لزم	لزم	لزم
بالمحاكم	حكم	حكم	حكم
الانطلاق	طلق	طلق	طلق
والمذاهب	ذهب	ذهب	ذهب
تحرك	حرك	حرك	حرك
للاشتراك	شرك	شرك	شرك
عارفتان	عرف	عرف	عرف
لأصدقائك	صدق	صدق	صدق
سيحملان	حمل	حمل	حمل
تسيطر	سيطر	سيطر	سيطر
العلامات	علم	علم	علم
والمرشدتين	رشد	أرشد	أرشد
حواسيب	حسب	حسب	حسب
الغشرب	غشرب	غشرب	غشرب
المتعاملين	علم	علم	علم
الحديدية	حدد	حدد	حدد
والمرشد	رشد	أرشد	أرشد
التنسيقي	نسق	نسق	نسق
المفاتيح	فتح	فتح	فتح
انتصارات	نصر	نصر	نصر
الموظفين	وظف	وظف	وظف
مجموعة	جمع	جمع	جمع
يوسوس	وسوس	وسوس	وسوس
سيحفر	حفر	حفر	حفر
تحقيق	حقق	حقق	حقق
نتائج	نتج	نتج	نتج
دائرة	دور	دور	دور
والتعليق	علق	علق	علق
والتعاون	عون	عون	عون
حامل	حمل	حمل	حمل
حفارة	حفر	حفر	حفر
النيابة	نوب	ناب	ناب
الأحاسيس	حسس	حسس	حسس
كالدمية	دمي	دمي	دمي
والرابط	ربط	ربط	ربط
والراحل	رحل	رحل	رحل
الغسلبة	غسلب	غسلب	غسلب
يعمل	عمل	عمل	عمل
أمنه	ءمن	امن	امن
فنذكر	ذكر	ذكر	ذكر
الأجهزة	جهز	جهز	جهز
اختبارات	خبر	خبر	خبر
خبرني	خبر	خبر	خبر
المهارات	مهر	مهر	مهر
إعلاميون	علم	علم	علم
سطوح	سطح	سطح	سطح
يجري	جري	جري	جري
الحساء	حسو	حسا	حسا
ماتفكرون	فكر	فكر	فكر
الخيالية	خيل	خيل	خيل
فتحوا	فتح	فتح	فتح
الوزير	وزر	وزر	وزر
السريّة	سرر	سرر	سرر
مجهز	جهز	جهز	جهز
الروابط	ربط	ربط	ربط
فيتعلق	علق	علق	علق
والأطروحات	طرح	طرح	طرح
المستمعات	سمع	سمع	سمع
إخلع	خلع	خلع	خلع
ينفذون	نفذ	نفذ	نفذ
انتقادات	نقد	نقد	نقد
مطار	طير	طير	طير
المناسبة	نسب	نسب	نسب
المكتشفان	كشف	كشف	كشف
والتوتر	وتر	وتر	وتر
موازين	وزن	وزن	وزن
بالتشويش	شوش	شوش	شوش
المزعومة	زعم	زعم	زعم
اصدقائ	صدق	صدق	صدق
تعريب	عرب	عرب	عرب
والمترابط	ربط	ربط	ربط
يبدأ	بدء	بدأ	بدأ
معماريون	عمر	عمر	عمر
باحثتان	بحث	بحث	بحث
ممطر	مطر	مطر	مطر
والمراجعة	رجع	رجع	رجع
الموجودات	وجد	وجد	وجد
فإستمراريتهن	مرر	مرر	مرر
المرجعية	رجع	رجع	رجع
مواعظ	وعظ	وعظ	وعظ
المرصودة	رصد	رصد	رصد
والمميزات	ميز	ماز	ماز
تستمع	سمع	سمع	سمع
فيلحق	لحق	لحق	لحق
صحته	صحح	صحح	صحح
ألوان	لون	لون	لون
صباغ	صبغ	صبغ	صبغ
الراجعة	رجع	رجع	رجع
وحساباتهن	حسب	حسب	حسب
المرتبطتان	ربط	ربط	ربط
درأة	درء	درأ	درأ
بالكلمات	كلم	كلم	كلم
إصتحبت	صحب	صحب	صحب
مهندسيها	هندس	هندس	هندس
غفور	غفر	غفر	غفر
سيرجعا	رجع	رجع	رجع
وتحديثاتهم	حدث	حدث	حدث
مليء	ملء	ملأ	ملأ
البسه	لبس	لبس	لبس
فتحتما	فتح	فتح	فتح
للالتزام	لزم	لزم	لزم
ماهر	مهر	مهر	مهر
وقدراتها	قدر	قدر	قدر
يبحثون	بحث	بحث	بحث
كاشف	كشف	كشف	كشف
استخدمات	خدم	خدم	خدم
متجدد	جدد	جدد	جدد
ضغاء	ضغء	ضغأ	ضغأ
ثناء	ثنى	ثنى	ثنى
أنيقة	ءنق	أنق	أنق
مغنيات	غني	غني	غني
زرنا	زور	زار	زار
ينبوع	نبع	نبع	نبع
المسابقتان	سبق	سابق	سابق
تحركوا	حرك	حرك	حرك
والمخربين	خرب	خرب	خرب
تدقيقاتهم	دقق	دقق	دقق
والسياسية	سوس	ساس	ساس
سيستمرون	سمر	سمر	سمر
والإخباري	خبر	خبر	خبر
لاستدراج	درج	درج	درج
والمستمعين	سمع	سمع	سمع
والمتانة	متن	متن	متن
واقعة	وقع	وقع	وقع
بمستخدمي	خدم	خدم	خدم
جنة	جنى	جنى	جنى
الوقائية	وقئ	وقئ	وقئ
عمليات	عمد	عمد	عمد
المشرفون	شرف	شرف	شرف
الاستثنائية	ثني	ثني	ثني
دلتهن	دل	دل	دل
مختلقان	خلق	خلق	خلق
باغيات	بغى	بغى	بغى
والأنظمة	نظم	نظم	نظم
ستنقسمان	قسم	قسم	قسم
والمطالب	طلب	طلب	طلب
ومحركون	حرك	حرك	حرك
تكتسب	كسب	كسب	كسب
فاعتبر	عبر	عبر	عبر
الصبغه	صبغ	صبغ	صبغ
دراسة	درس	درس	درس
والمحتاجين	حوج	حوج	حوج
المشرب	شرب	شرب	شرب
والأفراد	فرد	فرد	فرد
العشرين	عشر	عشر	عشر
الإصلاحي	صلح	صلح	صلح
بالخدمات	خدم	خدم	خدم
تجاهد	جهد	جهد	جهد
قوانينهم	قنن	قنن	قنن
تعقد	عقد	عقد	عقد
تربطون	ربط	ربط	ربط
الباحثة	بحث	بحث	بحث
الذاهبات	ذهب	ذهب	ذهب
المعروفة	عرف	عرف	عرف
المسجلون	سجل	سجل	سجل
ومقارنتها	قرن	قرن	قرن
القرضئ	قرض	قرض	قرض
بزملائهم	زمل	زمل	زمل
تهمهم	همهم	همهم	همهم
والمفوضية	فوض	فوض	فوض
والصحفيين	صحف	صحف	صحف
موقد	وقد	وقد	وقد
سترجعون	رجع	رجع	رجع
مواعظ	وعظ	وعظ	وعظ
اشربوا	شرب	شرب	شرب
والناقلة	نقل	نقل	نقل
المنتقاة	نقي	نقا	نقا
